tipo,NUM_TESIS,ID,AÑO,TABLAS,DIAGRAMAS,ANALITICAS,PAGS,NUM_TOT,NUM_GRAFICA,DISPERSION,BARRAS,MAPAS,CIRCULAR,SERIE_TIEMPO,HISTOGRAMA,CAJAB,OTRAS,3D,REJILLA,TRAMA,ETIQUETAS,FONDO_OBS,MARCO,OTRO,1VAR,2VAR,3+VAR,SI_EXPLIC,NO_EXPLIC,MULTI_NUM,PAG,OBSERVACIONES
1,16,IAC-1998-MUÑ,1998,103,0,0,151,144,10,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,82,
1,16,IAC-1998-MUÑ,1998,103,0,0,151,145,11,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,85,
1,16,IAC-1998-MUÑ,1998,103,0,0,151,146,12,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,87,
1,16,IAC-1998-MUÑ,1998,103,0,0,151,147,13,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,92,
1,16,IAC-1998-MUÑ,1998,103,0,0,151,148,14,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,93,
1,16,IAC-1998-MUÑ,1998,103,0,0,151,149,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,94,
1,16,IAC-1998-MUÑ,1998,103,0,0,151,150,16,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,95,
1,16,IAC-1998-MUÑ,1998,103,0,0,151,151,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,97,
1,16,IAC-1998-MUÑ,1998,103,0,0,151,152,18,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,101,
1,16,IAC-1998-MUÑ,1998,103,0,0,151,153,19,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,102,
1,16,IAC-1998-MUÑ,1998,103,0,0,151,154,20,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,103,
1,16,IAC-1998-MUÑ,1998,103,0,0,151,155,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,104,
